date_vente,heure,ticket_id,produit,categorie,quantite,prix_unitaire_ttc,moyen_paiement
2024-02-04,22:17,T2876,Pain au chocolat,Snacking,1.0,1.3,CB
2024-02-04,22:17,T2876,Euromillions,FDJ,2.0,2.5,CB
2024-02-04,22:17,T2876,Briquet Bic,Accessoires,1.0,1.5,CB
2024-02-04,22:35,T2877,Eau 50cl,Boissons froides,1.0,1.0,CB
2024-02-04,22:35,T2877,Coca-Cola 33cl,Boissons froides,1.0,2.5,CB
2024-02-04,08:55,T2878,Panini fromage,Snacking,1.0,5.5,Espèces
2024-02-04,08:55,T2878,Lucky Strike,Tabac,1.0,12.2,Espèces
2024-02-04,11:18,T2879,Pain au chocolat,Snacking,1.0,1.3,CB
2024-02-04,11:18,T2879,Red Bull,Boissons froides,1.0,2.8,CB
2024-02-04,11:18,T2879,Marlboro Red,Tabac,1.0,12.5,CB
2024-02-04,19:49,T2880,Marlboro Red,Tabac,1.0,12.5,CB
2024-02-04,09:19,T2881,Grattage Astro,FDJ,1.0,5.0,Espèces
2024-02-04,17:40,T2882,Camel Filters,Tabac,1.0,11.9,CB
2024-02-04,17:40,T2882,Coca-Cola 33cl,Boissons froides,1.0,2.5,CB
2024-02-04,17:40,T2882,Croissant,Snacking,1.0,1.2,CB
2024-02-04,12:30,T2883,Marlboro Red,Tabac,1.0,12.5,Espèces
2024-02-04,17:44,T2884,Eau 50cl,Boissons froides,1.0,1.0,CB
2024-02-04,17:44,T2884,Pain au chocolat,Snacking,1.0,1.3,CB
2024-02-04,16:47,T2885,Euromillions,FDJ,1.0,2.5,CB
2024-02-04,16:47,T2885,Eau 50cl,Boissons froides,1.0,1.0,CB
2024-02-04,07:00,T2886,Grattage Astro,FDJ,3.0,5.0,Espèces
2024-02-04,07:00,T2886,Coca-Cola 33cl,Boissons froides,1.0,2.5,Espèces
2024-02-04,21:05,T2887,Pain au chocolat,Snacking,2.0,1.3,CB
2024-02-04,21:05,T2887,Coca-Cola 33cl,Boissons froides,2.0,2.5,CB
2024-02-04,21:05,T2887,Café allongé,Boissons chaudes,1.0,1.5,CB
2024-02-04,19:02,T2888,Sandwich jambon beurre,Snacking,1.0,4.8,CB
2024-02-04,19:02,T2888,Red Bull,Boissons froides,1.0,2.8,CB
2024-02-04,20:52,T2889,Grattage Astro,FDJ,2.0,5.0,Espèces
2024-02-04,16:14,T2890,Sandwich jambon beurre,Snacking,1.0,4.8,Espèces
2024-02-04,21:48,T2891,Red Bull,Boissons froides,1.0,2.8,CB
2024-02-04,21:48,T2891,Café expresso,Boissons chaudes,1.0,1.3,CB
2024-02-04,21:48,T2891,Camel Filters,Tabac,1.0,11.9,CB
2024-02-04,10:10,T2892,Café allongé,Boissons chaudes,1.0,1.5,CB
2024-02-04,10:10,T2892,Red Bull,Boissons froides,1.0,2.8,CB
2024-02-04,15:42,T2893,Eau 50cl,Boissons froides,1.0,1.0,CB
2024-02-04,19:23,T2894,Panini fromage,Snacking,1.0,5.5,CB
2024-02-04,19:23,T2894,Grattage Astro,FDJ,2.0,5.0,CB
2024-02-04,19:23,T2894,Thé menthe,Boissons chaudes,1.0,2.0,CB
2024-02-04,10:02,T2895,Grattage Astro,FDJ,1.0,5.0,CB
2024-02-04,10:02,T2895,Coca-Cola 33cl,Boissons froides,1.0,2.5,CB
2024-02-04,14:27,T2896,Red Bull,Boissons froides,1.0,2.8,CB
2024-02-04,17:43,T2897,Marlboro Red,Tabac,1.0,12.5,CB
2024-02-04,17:43,T2897,Euromillions,FDJ,3.0,2.5,CB
2024-02-04,17:28,T2898,Euromillions,FDJ,1.0,2.5,CB
2024-02-04,17:28,T2898,Sandwich jambon beurre,Snacking,1.0,4.8,CB
2024-02-04,20:53,T2899,Lucky Strike,Tabac,1.0,12.2,CB
2024-02-04,20:53,T2899,Panini fromage,Snacking,2.0,5.5,CB
2024-02-04,20:53,T2899,Croissant,Snacking,2.0,1.2,CB
2024-02-04,20:53,T2899,Feuilles OCB,Accessoires,1.0,1.2,CB
2024-02-04,21:14,T2900,Coca-Cola 33cl,Boissons froides,2.0,2.5,Espèces
2024-02-04,21:14,T2900,Briquet Bic,Accessoires,1.0,1.5,Espèces
2024-02-04,21:14,T2900,Croissant,Snacking,1.0,1.2,Espèces
2024-02-04,16:34,T2901,Eau 50cl,Boissons froides,1.0,1.0,Espèces
2024-02-04,20:34,T2902,Pain au chocolat,Snacking,1.0,1.3,Espèces
2024-02-04,16:05,T2903,Marlboro Red,Tabac,1.0,12.5,CB
2024-02-04,07:31,T2904,Croissant,Snacking,2.0,1.2,Espèces
2024-02-04,07:31,T2904,Eau 50cl,Boissons froides,1.0,1.0,Espèces
2024-02-04,07:31,T2904,Lucky Strike,Tabac,1.0,12.2,Espèces
2024-02-04,14:27,T2905,Thé menthe,Boissons chaudes,1.0,2.0,Espèces
2024-02-04,10:17,T2906,Marlboro Red,Tabac,1.0,12.5,Espèces
2024-02-04,10:17,T2906,Café expresso,Boissons chaudes,1.0,1.3,Espèces
2024-02-04,18:01,T2907,Café expresso,Boissons chaudes,1.0,1.3,Espèces
2024-02-04,19:40,T2908,Thé menthe,Boissons chaudes,1.0,2.0,CB
2024-02-04,20:28,T2909,Camel Filters,Tabac,2.0,11.9,Espèces
2024-02-04,20:28,T2909,Café allongé,Boissons chaudes,1.0,1.5,Espèces
2024-02-04,19:22,T2910,Coca-Cola 33cl,Boissons froides,2.0,2.5,CB
2024-02-04,19:22,T2910,Panini fromage,Snacking,1.0,5.5,CB
2024-02-05,09:42,T2911,Briquet Bic,Accessoires,1.0,1.5,CB
2024-02-05,09:42,T2911,Panini fromage,Snacking,2.0,5.5,CB
2024-02-05,10:48,T2912,Café allongé,Boissons chaudes,1.0,1.5,CB
2024-02-05,16:29,T2913,Café allongé,Boissons chaudes,1.0,1.5,CB
2024-02-05,16:29,T2913,Café expresso,Boissons chaudes,2.0,1.3,CB
2024-02-05,18:05,T2914,Feuilles OCB,Accessoires,1.0,1.2,CB
2024-02-05,18:05,T2914,Sandwich jambon beurre,Snacking,1.0,4.8,CB
2024-02-05,11:09,T2915,Feuilles OCB,Accessoires,3.0,1.2,Espèces
2024-02-05,11:09,T2915,Pain au chocolat,Snacking,1.0,1.3,Espèces
2024-02-05,12:10,T2916,Lucky Strike,Tabac,1.0,12.2,Espèces
2024-02-05,07:30,T2917,Croissant,Snacking,1.0,1.2,CB
2024-02-05,07:30,T2917,Pain au chocolat,Snacking,2.0,"1,3",CB
2024-02-05,18:50,T2918,Feuilles OCB,Accessoires,1.0,1.2,Espèces
2024-02-05,18:50,T2918,Red Bull,Boissons froides,1.0,2.8,Espèces
2024-02-05,21:55,T2919,Feuilles OCB,Accessoires,1.0,1.2,CB
2024-02-05,21:55,T2919,Coca-Cola 33cl,Boissons froides,1.0,2.5,CB
2024-02-05,21:55,T2919,Euromillions,FDJ,1.0,2.5,CB
2024-02-05,11:54,T2920,Briquet Bic,Accessoires,2.0,1.5,CB
2024-02-05,11:54,T2920,Feuilles OCB,Accessoires,1.0,1.2,CB
2024-02-05,19:12,T2921,Thé menthe,Boissons chaudes,1.0,2.0,CB
2024-02-05,18:09,T2922,Panini fromage,Snacking,1.0,5.5,Espèces
2024-02-05,18:42,T2923,Grattage Astro,FDJ,1.0,5.0,Espèces
2024-02-05,18:42,T2923,Panini fromage,Snacking,1.0,5.5,Espèces
2024-02-05,19:23,T2924,Feuilles OCB,Accessoires,1.0,1.2,Espèces
2024-02-05,19:23,T2924,Grattage Astro,FDJ,1.0,5.0,Espèces
2024-02-05,08:55,T2925,Lucky Strike,Tabac,1.0,12.2,CB
2024-02-05,08:55,T2925,Panini fromage,Snacking,1.0,5.5,CB
2024-02-05,08:55,T2925,Marlboro Red,Tabac,2.0,12.5,CB
2024-02-05,21:02,T2926,Pain au chocolat,Snacking,1.0,1.3,CB
2024-02-05,21:02,T2926,Camel Filters,Tabac,1.0,11.9,CB
2024-02-05,21:02,T2926,Red Bull,Boissons froides,1.0,2.8,CB
2024-02-05,19:42,T2927,Lucky Strike,Tabac,2.0,12.2,CB
2024-02-05,19:42,T2927,Panini fromage,Snacking,2.0,5.5,CB
2024-02-05,19:42,T2927,Croissant,Snacking,1.0,1.2,CB
2024-02-05,16:58,T2928,Pain au chocolat,Snacking,1.0,1.3,Espèces
2024-02-05,16:58,T2928,Coca-Cola 33cl,Boissons froides,1.0,2.5,Espèces
2024-02-05,16:58,T2928,Red Bull,Boissons froides,1.0,2.8,Espèces
2024-02-05,16:58,T2928,Briquet Bic,Accessoires,3.0,1.5,Espèces
2024-02-05,22:29,T2929,Café allongé,Boissons chaudes,1.0,1.5,CB
2024-02-05,22:29,T2929,Marlboro Red,Tabac,1.0,12.5,CB
2024-02-05,20:15,T2930,Croissant,Snacking,1.0,1.2,CB
2024-02-05,12:53,T2931,Marlboro Red,Tabac,1.0,12.5,CB
2024-02-05,12:53,T2931,Coca-Cola 33cl,Boissons froides,2.0,2.5,CB
2024-02-05,12:53,T2931,Croissant,Snacking,2.0,1.2,CB
2024-02-05,19:29,T2932,Coca-Cola 33cl,Boissons froides,1.0,2.5,CB
2024-02-05,10:37,T2933,Croissant,Snacking,1.0,1.2,CB
2024-02-05,10:37,T2933,Briquet Bic,Accessoires,1.0,1.5,CB
2024-02-05,10:56,T2934,Café allongé,Boissons chaudes,3.0,1.5,CB
2024-02-05,10:56,T2934,Thé menthe,Boissons chaudes,2.0,2.0,CB
2024-02-05,16:48,T2935,Lucky Strike,Tabac,1.0,12.2,Espèces
2024-02-05,16:48,T2935,Coca-Cola 33cl,Boissons froides,1.0,2.5,Espèces
2024-02-05,17:55,T2936,Café expresso,Boissons chaudes,2.0,1.3,CB
2024-02-05,17:55,T2936,Feuilles OCB,Accessoires,1.0,1.2,CB
2024-02-05,20:37,T2937,Grattage Astro,FDJ,1.0,5.0,CB
2024-02-05,17:59,T2938,Lucky Strike,Tabac,1.0,12.2,CB
2024-02-05,16:46,T2939,Coca-Cola 33cl,Boissons froides,2.0,2.5,CB
2024-02-05,16:46,T2939,Grattage Astro,FDJ,2.0,5.0,CB
2024-02-05,13:39,T2940,Eau 50cl,Boissons froides,1.0,1.0,Espèces
2024-02-05,13:39,T2940,Café allongé,Boissons chaudes,1.0,1.5,Espèces
2024-02-05,13:39,T2940,Briquet Bic,Accessoires,1.0,1.5,Espèces
2024-02-05,20:18,T2941,Panini fromage,Snacking,1.0,5.5,CB
2024-02-05,20:18,T2941,Pain au chocolat,Snacking,1.0,1.3,CB
2024-02-05,07:08,T2942,Grattage Astro,FDJ,1.0,5.0,Espèces
2024-02-05,07:08,T2942,Croissant,Snacking,1.0,1.2,Espèces
2024-02-05,18:32,T2943,Pain au chocolat,Snacking,1.0,1.3,CB
2024-02-05,18:32,T2943,Euromillions,FDJ,1.0,2.5,CB
2024-02-05,18:32,T2943,Eau 50cl,Boissons froides,1.0,1.0,CB
2024-02-05,18:32,T2943,Red Bull,Boissons froides,1.0,2.8,CB
2024-02-05,19:08,T2944,Grattage Astro,FDJ,1.0,5.0,CB
2024-02-05,19:08,T2944,Café allongé,Boissons chaudes,1.0,1.5,CB
2024-02-05,19:08,T2944,Feuilles OCB,Accessoires,2.0,1.2,CB
2024-02-05,21:27,T2945,Café allongé,Boissons chaudes,1.0,1.5,CB
2024-02-05,19:27,T2946,Café expresso,Boissons chaudes,2.0,1.3,Espèces
2024-02-05,21:03,T2947,Croissant,Snacking,2.0,1.2,CB
2024-02-05,21:03,T2947,Camel Filters,Tabac,1.0,11.9,CB
2024-02-05,21:03,T2947,Feuilles OCB,Accessoires,2.0,1.2,CB
2024-02-05,21:03,T2947,Euromillions,FDJ,1.0,2.5,CB
2024-02-06,08:47,T2948,Red Bull,Boissons froides,2.0,2.8,CB
2024-02-06,08:47,T2948,Croissant,Snacking,1.0,1.2,CB
2024-02-06,08:47,T2948,Eau 50cl,Boissons froides,2.0,1.0,CB
2024-02-06,10:36,T2949,Briquet Bic,Accessoires,2.0,1.5,CB
2024-02-06,10:36,T2949,Grattage Astro,FDJ,1.0,5.0,CB
2024-02-06,10:33,T2950,Panini fromage,Snacking,1.0,5.5,Espèces
2024-02-06,11:57,T2951,Feuilles OCB,Accessoires,3.0,1.2,CB
2024-02-06,12:15,T2952,Feuilles OCB,Accessoires,1.0,1.2,CB
2024-02-06,12:15,T2952,Eau 50cl,Boissons froides,1.0,1.0,CB
2024-02-06,12:15,T2952,Croissant,Snacking,1.0,1.2,CB
2024-02-06,08:42,T2953,Café expresso,Boissons chaudes,1.0,1.3,CB
2024-02-06,08:42,T2953,Café allongé,Boissons chaudes,1.0,1.5,CB
2024-02-06,08:42,T2953,Sandwich jambon beurre,Snacking,1.0,4.8,CB
2024-02-06,11:11,T2954,Euromillions,FDJ,2.0,2.5,Espèces
2024-02-06,11:11,T2954,Sandwich jambon beurre,Snacking,1.0,4.8,Espèces
2024-02-06,11:11,T2954,Panini fromage,Snacking,1.0,5.5,Espèces
2024-02-06,22:26,T2955,Lucky Strike,Tabac,2.0,12.2,Espèces
2024-02-06,22:26,T2955,Panini fromage,Snacking,1.0,5.5,Espèces
2024-02-06,19:43,T2956,Euromillions,FDJ,1.0,2.5,Espèces
2024-02-06,19:43,T2956,Thé menthe,Boissons chaudes,1.0,2.0,Espèces
2024-02-06,19:43,T2956,Feuilles OCB,Accessoires,2.0,1.2,Espèces
2024-02-06,18:36,T2957,Marlboro Red,Tabac,1.0,12.5,CB
2024-02-06,18:36,T2957,Coca-Cola 33cl,Boissons froides,2.0,2.5,CB
2024-02-06,17:50,T2958,Croissant,Snacking,1.0,1.2,Espèces
2024-02-06,17:50,T2958,Red Bull,Boissons froides,1.0,2.8,Espèces
2024-02-06,17:50,T2958,Euromillions,FDJ,2.0,2.5,Espèces
2024-02-06,11:09,T2959,Grattage Astro,FDJ,1.0,5.0,Espèces
2024-02-06,11:09,T2959,Lucky Strike,Tabac,2.0,12.2,Espèces
2024-02-06,11:09,T2959,Panini fromage,Snacking,1.0,5.5,Espèces
2024-02-06,22:30,T2960,Coca-Cola 33cl,Boissons froides,1.0,2.5,CB
2024-02-06,22:30,T2960,Euromillions,FDJ,2.0,2.5,CB
2024-02-06,22:30,T2960,Lucky Strike,Tabac,1.0,12.2,CB
2024-02-06,10:35,T2961,Pain au chocolat,Snacking,1.0,1.3,Espèces
2024-02-06,18:38,T2962,Pain au chocolat,Snacking,2.0,1.3,Espèces
2024-02-06,18:35,T2963,Panini fromage,Snacking,2.0,5.5,Espèces
2024-02-06,18:35,T2963,Café expresso,Boissons chaudes,3.0,1.3,Espèces
2024-02-06,09:09,T2964,Grattage Astro,FDJ,1.0,5.0,Espèces
2024-02-06,09:09,T2964,Marlboro Red,Tabac,2.0,12.5,Espèces
2024-02-06,09:09,T2964,Café expresso,Boissons chaudes,1.0,1.3,Espèces
2024-02-06,12:43,T2965,Sandwich jambon beurre,Snacking,2.0,4.8,CB
2024-02-06,12:43,T2965,Thé menthe,Boissons chaudes,1.0,2.0,CB
2024-02-06,13:04,T2966,Croissant,Snacking,1.0,1.2,Espèces
2024-02-06,13:04,T2966,Café expresso,Boissons chaudes,2.0,1.3,Espèces
2024-02-06,20:56,T2967,Croissant,Snacking,2.0,1.2,CB
2024-02-06,12:59,T2968,Sandwich jambon beurre,Snacking,2.0,4.8,Espèces
2024-02-06,12:59,T2968,Croissant,Snacking,1.0,1.2,Espèces
2024-02-06,17:49,T2969,Feuilles OCB,Accessoires,1.0,1.2,CB
2024-02-06,20:53,T2970,Briquet Bic,Accessoires,1.0,1.5,Espèces
2024-02-06,20:53,T2970,Pain au chocolat,Snacking,2.0,1.3,Espèces
2024-02-06,20:53,T2970,Café expresso,Boissons chaudes,1.0,1.3,Espèces
2024-02-06,21:04,T2971,Coca-Cola 33cl,Boissons froides,1.0,2.5,Espèces
2024-02-06,21:04,T2971,Lucky Strike,Tabac,1.0,12.2,Espèces
2024-02-06,20:21,T2972,Café expresso,Boissons chaudes,1.0,1.3,Espèces
2024-02-06,20:21,T2972,Café allongé,Boissons chaudes,1.0,1.5,Espèces
2024-02-06,20:21,T2972,Briquet Bic,Accessoires,1.0,1.5,Espèces
2024-02-06,18:04,T2973,Marlboro Red,Tabac,1.0,12.5,Espèces
2024-02-06,10:40,T2974,Euromillions,FDJ,1.0,2.5,CB
2024-02-06,10:40,T2974,Grattage Astro,FDJ,1.0,5.0,CB
2024-02-06,18:17,T2975,Briquet Bic,Accessoires,1.0,1.5,CB
2024-02-06,18:17,T2975,Euromillions,FDJ,1.0,2.5,CB
2024-02-06,19:28,T2976,Lucky Strike,Tabac,2.0,12.2,Espèces
2024-02-06,09:08,T2977,Thé menthe,Boissons chaudes,1.0,2.0,CB
2024-02-06,09:08,T2977,Briquet Bic,Accessoires,2.0,1.5,CB
2024-02-06,21:10,T2978,Thé menthe,Boissons chaudes,2.0,2.0,CB
2024-02-06,21:10,T2978,Sandwich jambon beurre,Snacking,1.0,4.8,CB
2024-02-06,21:10,T2978,Café expresso,Boissons chaudes,1.0,1.3,CB
2024-02-06,21:10,T2978,Croissant,Snacking,3.0,1.2,CB
2024-02-06,15:05,T2979,Marlboro Red,Tabac,1.0,12.5,Espèces
2024-02-06,10:58,T2980,Coca-Cola 33cl,Boissons froides,1.0,2.5,Espèces
2024-02-06,10:58,T2980,Euromillions,FDJ,1.0,2.5,Espèces
2024-02-06,10:58,T2980,Sandwich jambon beurre,Snacking,3.0,4.8,Espèces
2024-02-06,10:58,T2980,Café allongé,Boissons chaudes,2.0,1.5,Espèces
2024-02-06,08:10,T2981,Coca-Cola 33cl,Boissons froides,1.0,2.5,CB
2024-02-06,08:10,T2981,Pain au chocolat,Snacking,2.0,1.3,CB
2024-02-06,08:10,T2981,Lucky Strike,Tabac,3.0,12.2,CB
2024-02-06,15:34,T2982,Camel Filters,Tabac,1.0,11.9,CB
2024-02-06,15:34,T2982,Lucky Strike,Tabac,1.0,12.2,CB
2024-02-06,18:18,T2983,Café allongé,Boissons chaudes,1.0,1.5,CB
2024-02-06,17:03,T2984,Lucky Strike,Tabac,1.0,12.2,CB
2024-02-06,20:27,T2985,Café allongé,Boissons chaudes,1.0,1.5,CB
2024-02-06,11:06,T2986,Coca-Cola 33cl,Boissons froides,2.0,2.5,CB
2024-02-07,20:42,T2987,Red Bull,Boissons froides,1.0,2.8,CB
2024-02-07,20:42,T2987,Thé menthe,Boissons chaudes,1.0,2.0,CB
2024-02-07,16:52,T2988,Red Bull,Boissons froides,1.0,2.8,CB
2024-02-07,16:26,T2989,Marlboro Red,Tabac,1.0,12.5,CB
2024-02-07,19:38,T2990,Grattage Astro,FDJ,2.0,5.0,CB
2024-02-07,19:38,T2990,Pain au chocolat,Snacking,1.0,1.3,CB
2024-02-07,20:11,T2991,Marlboro Red,Tabac,1.0,12.5,CB
2024-02-07,20:11,T2991,Grattage Astro,FDJ,1.0,5.0,CB
2024-02-07,20:11,T2991,Café expresso,Boissons chaudes,1.0,1.3,CB
2024-02-07,16:44,T2992,Grattage Astro,FDJ,2.0,5.0,CB
2024-02-07,16:44,T2992,Lucky Strike,Tabac,1.0,12.2,CB
2024-02-07,16:44,T2992,Marlboro Red,Tabac,1.0,12.5,CB
2024-02-07,21:31,T2993,Lucky Strike,Tabac,1.0,12.2,CB
2024-02-07,21:00,T2994,Café expresso,Boissons chaudes,1.0,1.3,CB
2024-02-07,21:00,T2994,Lucky Strike,Tabac,1.0,12.2,CB
2024-02-07,21:00,T2994,Sandwich jambon beurre,Snacking,1.0,4.8,CB
2024-02-07,12:43,T2995,Lucky Strike,Tabac,1.0,12.2,CB
2024-02-07,06:21,T2996,Euromillions,FDJ,1.0,2.5,CB
2024-02-07,06:21,T2996,Coca-Cola 33cl,Boissons froides,1.0,2.5,CB
2024-02-07,06:21,T2996,Marlboro Red,Tabac,1.0,12.5,CB
2024-02-07,20:11,T2997,Eau 50cl,Boissons froides,1.0,1.0,CB
2024-02-07,20:11,T2997,Marlboro Red,Tabac,3.0,12.5,CB
2024-02-07,22:35,T2998,Sandwich jambon beurre,Snacking,1.0,4.8,CB
2024-02-07,22:35,T2998,Pain au chocolat,Snacking,1.0,1.3,CB
2024-02-07,22:35,T2998,Croissant,Snacking,2.0,1.2,CB
2024-02-07,22:08,T2999,Café allongé,Boissons chaudes,1.0,1.5,Espèces
2024-02-07,22:08,T2999,Marlboro Red,Tabac,1.0,12.5,Espèces
2024-02-07,22:08,T2999,Lucky Strike,Tabac,1.0,12.2,Espèces
2024-02-07,17:46,T3000,Sandwich jambon beurre,Snacking,1.0,4.8,CB
2024-02-07,17:46,T3000,Panini fromage,Snacking,2.0,5.5,CB
2024-02-07,17:46,T3000,Marlboro Red,Tabac,1.0,12.5,CB
2024-02-07,16:40,T3001,Thé menthe,Boissons chaudes,1.0,2.0,CB
2024-02-07,16:40,T3001,Panini fromage,Snacking,1.0,5.5,CB
2024-02-07,16:40,T3001,Red Bull,Boissons froides,1.0,2.8,CB
2024-02-07,21:44,T3002,Thé menthe,Boissons chaudes,1.0,2.0,Espèces
2024-02-07,21:44,T3002,Camel Filters,Tabac,2.0,11.9,Espèces
2024-02-07,21:44,T3002,Euromillions,FDJ,1.0,2.5,Espèces
2024-02-07,10:49,T3003,Red Bull,Boissons froides,2.0,2.8,Espèces
2024-02-07,10:49,T3003,Café expresso,Boissons chaudes,1.0,1.3,Espèces
2024-02-07,08:39,T3004,Euromillions,FDJ,1.0,2.5,CB
2024-02-07,08:39,T3004,Briquet Bic,Accessoires,1.0,1.5,CB
2024-02-07,20:36,T3005,Feuilles OCB,Accessoires,1.0,1.2,Espèces
2024-02-07,20:36,T3005,Briquet Bic,Accessoires,1.0,1.5,Espèces
2024-02-07,12:36,T3006,Café allongé,Boissons chaudes,1.0,1.5,CB
2024-02-07,12:36,T3006,Marlboro Red,Tabac,1.0,12.5,CB
2024-02-07,12:36,T3006,Briquet Bic,Accessoires,1.0,1.5,CB
2024-02-07,11:03,T3007,Café expresso,Boissons chaudes,2.0,1.3,Espèces
2024-02-07,11:03,T3007,Camel Filters,Tabac,1.0,11.9,Espèces
2024-02-07,12:29,T3008,Café expresso,Boissons chaudes,1.0,1.3,CB
2024-02-07,12:29,T3008,Coca-Cola 33cl,Boissons froides,1.0,2.5,CB
2024-02-07,12:29,T3008,Thé menthe,Boissons chaudes,2.0,2.0,CB
2024-02-07,13:16,T3009,Feuilles OCB,Accessoires,,1.2,CB
2024-02-07,13:16,T3009,Lucky Strike,Tabac,1.0,12.2,CB
2024-02-07,20:39,T3010,Pain au chocolat,Snacking,1.0,1.3,CB
2024-02-07,16:36,T3011,Lucky Strike,Tabac,2.0,12.2,Espèces
2024-02-07,22:34,T3012,Coca-Cola 33cl,Boissons froides,1.0,2.5,Espèces
2024-02-07,08:43,T3013,Red Bull,Boissons froides,1.0,2.8,Espèces
2024-02-07,22:30,T3014,Marlboro Red,Tabac,1.0,12.5,CB
2024-02-07,22:30,T3014,Lucky Strike,Tabac,1.0,12.2,CB
2024-02-07,17:55,T3015,Marlboro Red,Tabac,1.0,12.5,Espèces
2024-02-07,17:55,T3015,Camel Filters,Tabac,2.0,11.9,Espèces
2024-02-07,09:45,T3016,Camel Filters,Tabac,1.0,11.9,CB
2024-02-07,09:45,T3016,Café expresso,Boissons chaudes,3.0,1.3,CB
2024-02-07,09:45,T3016,Marlboro Red,Tabac,2.0,12.5,CB
2024-02-07,09:45,T3016,Pain au chocolat,Snacking,1.0,1.3,CB
2024-02-07,12:31,T3017,Panini fromage,Snacking,2.0,5.5,Espèces
2024-02-07,10:40,T3018,Feuilles OCB,Accessoires,2.0,1.2,CB
2024-02-07,20:58,T3019,Briquet Bic,Accessoires,1.0,1.5,CB
2024-02-07,20:21,T3020,Sandwich jambon beurre,Snacking,2.0,4.8,CB
2024-02-07,13:25,T3021,Marlboro Red,Tabac,1.0,12.5,CB
2024-02-07,20:12,T3022,Red Bull,Boissons froides,1.0,2.8,CB
2024-02-07,20:30,T3023,Feuilles OCB,Accessoires,2.0,1.2,Espèces
2024-02-07,20:30,T3023,Coca-Cola 33cl,Boissons froides,1.0,2.5,Espèces
2024-02-07,20:30,T3023,Briquet Bic,Accessoires,1.0,1.5,Espèces
2024-02-07,18:54,T3024,Coca-Cola 33cl,Boissons froides,1.0,2.5,CB
2024-02-07,08:49,T3025,Euromillions,FDJ,1.0,2.5,CB
2024-02-07,08:49,T3025,Lucky Strike,Tabac,3.0,12.2,CB
2024-02-07,08:49,T3025,Panini fromage,Snacking,1.0,5.5,CB
2024-02-07,17:38,T3026,Eau 50cl,Boissons froides,1.0,1.0,Espèces
2024-02-07,17:38,T3026,Briquet Bic,Accessoires,1.0,1.5,Espèces
2024-02-07,16:35,T3027,Camel Filters,Tabac,1.0,11.9,Espèces
2024-02-07,21:35,T3028,Grattage Astro,FDJ,3.0,5.0,Espèces
2024-02-07,21:35,T3028,Feuilles OCB,Accessoires,2.0,1.2,Espèces
2024-02-07,21:35,T3028,Café expresso,Boissons chaudes,1.0,1.3,Espèces
2024-02-07,19:34,T3029,Panini fromage,Snacking,1.0,5.5,CB
2024-02-07,19:34,T3029,Red Bull,Boissons froides,1.0,2.8,CB
2024-02-07,22:57,T3030,Marlboro Red,Tabac,3.0,12.5,Espèces
2024-02-07,22:57,T3030,Grattage Astro,FDJ,2.0,5.0,Espèces
2024-02-07,19:39,T3031,Feuilles OCB,Accessoires,1.0,1.2,CB
2024-02-07,19:39,T3031,Eau 50cl,Boissons froides,1.0,1.0,CB
2024-02-07,08:44,T3032,Marlboro Red,Tabac,1.0,12.5,CB
2024-02-07,06:02,T3033,Panini fromage,Snacking,1.0,5.5,CB
2024-02-07,06:02,T3033,Camel Filters,Tabac,2.0,11.9,CB
2024-02-07,06:02,T3033,Marlboro Red,Tabac,1.0,12.5,CB
2024-02-07,06:02,T3033,Coca-Cola 33cl,Boissons froides,1.0,2.5,CB
2024-02-07,20:52,T3034,Marlboro Red,Tabac,1.0,12.5,CB
2024-02-07,20:52,T3034,Feuilles OCB,Accessoires,1.0,1.2,CB
2024-02-07,07:13,T3035,Grattage Astro,FDJ,1.0,5.0,CB
2024-02-07,07:13,T3035,Red Bull,Boissons froides,1.0,2.8,CB
2024-02-07,16:39,T3036,Briquet Bic,Accessoires,1.0,1.5,CB
2024-02-07,16:39,T3036,Eau 50cl,Boissons froides,2.0,1.0,CB
2024-02-07,10:28,T3037,Euromillions,FDJ,1.0,2.5,Espèces
2024-02-07,10:28,T3037,Panini fromage,Snacking,1.0,5.5,Espèces
2024-02-07,10:28,T3037,Marlboro Red,Tabac,1.0,12.5,Espèces
2024-02-07,10:28,T3037,Croissant,Snacking,1.0,1.2,Espèces
2024-02-07,10:23,T3038,Thé menthe,Boissons chaudes,2.0,2.0,CB
2024-02-07,10:23,T3038,Croissant,Snacking,1.0,1.2,CB
2024-02-07,10:23,T3038,Lucky Strike,Tabac,2.0,12.2,CB
2024-02-07,09:53,T3039,Croissant,Snacking,1.0,1.2,CB
2024-02-07,18:40,T3040,Thé menthe,Boissons chaudes,1.0,2.0,CB
2024-02-07,18:40,T3040,Café allongé,Boissons chaudes,2.0,1.5,CB
2024-02-07,18:40,T3040,Croissant,Snacking,1.0,1.2,CB
2024-02-07,15:13,T3041,Euromillions,FDJ,1.0,2.5,Espèces
2024-02-07,15:13,T3041,Camel Filters,Tabac,1.0,11.9,Espèces
2024-02-07,16:05,T3042,Red Bull,Boissons froides,2.0,2.8,Espèces
2024-02-07,16:05,T3042,Feuilles OCB,Accessoires,1.0,1.2,Espèces
2024-02-07,19:23,T3043,Sandwich jambon beurre,Snacking,1.0,4.8,CB
2024-02-07,19:23,T3043,Briquet Bic,Accessoires,1.0,1.5,CB
